xixi嘻嘻,2023-02-25 15:14:25,蛮好的，构思上，特别是找email啊，google location之类的，很真实，是我在网上stalking人的时候都会做的事情。故事上，妈妈的用心良苦也蛮好的，就是这么多年女儿还没理解妈妈也是奇怪，以及这个男的要绕这么一大圈还找别的男人来骗这个母亲，是为了什么？绑架起来又是为了什么？为什么那么久才去找他女儿，以及mac又是怎么被监督的，这个到底是苹果的宣传片还是说它安全性能差
缺心眼眼子,2023-03-07 22:54:21,“hey siri 拨打911”
林志玲（抽烟）,2023-03-12 22:40:42,感觉爹的智商干不出这样的大事。。。
阿莱,2023-03-09 23:27:40,图片验证码太艹了
Superbia,2023-01-21 09:23:02,女儿的寻人能力甩FBI几条街
一只出格君,2023-01-20 09:10:03,没有第一部那么新颖了，也不像第一部那样纯靠主角抽丝剥茧探寻真相，故事甚至有点狗血。除了电脑屏幕外，这一部加了很多例如监控，手机屏幕，手表屏幕的内容。其中最大的bug大概就是Google客服在电话上交出账号的明文密码。
格兰芬多,2023-03-08 22:29:01,苹果这些年的努力随着一声Hey Siri直接赢麻了。
王俊俊,2023-03-08 22:13:01,妈妈的唠叨里，藏着母爱的密码；珍贵的回忆里，暴怒父亲被剪辑。你找到了匹配率97%的网络交友，实际上是情感诈骗犯。你挑选了8美元1小时的跑腿大叔，难逢一遇的热心肠好人。人生所有细节都被上传云端，海量的信息涌入，最终不过图一句，爱你妈妈。
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•,2023-03-08 03:13:42,女律师我真的瞬间飙泪……想到了一些学法初心……
顗礼,2023-02-03 10:27:12,成熟得可怕，勉强算是为连年生产垃圾的好莱坞工业挽尊了（？）桌面电影大概率不是电影的未来，但这种高效且富有巧思的对应用程序与多媒体视角的展现绝对能给其它传统电影以启发
toishiki,2023-01-20 11:09:29,小赞达亚找妈妈。storm怎么老接禁毒宣传片啊！！！哥伦比亚大哥Javi全场最佳！！！美洲西语国家的人工费真得太良心了。
Ignition,2023-01-30 10:27:33,节奏非常棒，就是总觉得在大银幕看Instagram截屏很亏！
dianaaoi18,2023-03-08 21:31:24,我怎么会怀疑妈妈 我真该死 妇女节快乐！（苹果打钱
原小北,2023-01-20 08:15:36,这部电影可以看作是网络搜索和反搜索的教程片。熟练使用Google以及其他各类专业app，居家旅行必备技能。
失去梦想的柴犬,2023-01-22 04:59:15,太喵的好看了，简直是带点悬疑解谜thriller的典范，设定节奏感剧情完全不输于第一部的程度，整个编写突然到节点高能然后又陷于dead end。看的我贼清醒，而且最主要的是，很合理，太有脑子了，OMG这哪怕是🍎软广我也认了好吧，强无敌
ArS㍿,2023-03-08 15:40:27,这是三八节特供影片吧！太适合今日观看，几乎没有一条线索是多余的，剧情反转再反转，人物推翻再推翻，个人觉得妥妥超越前作！最后，谁能想到让我泪崩的居然是那句——Hey Siri......
昵称喝丢了,2023-01-23 01:01:34,虽然大概知道呈现方式及剧情同第一部差不多（事实上也是这样），但依然非常享受和女主一同破案的这两个小时。波米说朴赞郁在《分手的决心》里的突破在于演绎了现代科技下的破案，以这个视角看本系列，就会更加为其利用社交媒体蛛丝马迹解决现实问题而赞叹。唯一的bug是密码知道的太快（两次）以及谷歌账户输入密码就能登陆，拜托，双重验证在哪里啊？笑点在于中老年人不懂live photo也不清理上网痕迹和邮件，教训是绝对不再用dating app了哈哈。
竹和,2023-01-20 14:49:04,保持了第一部的品控，几乎是以原样的标准写了全新的故事。节奏非常紧凑，界面设计也很有意思。但是或许一切都设计得太过精心，令人觉得可预见性的过度反转其实并非总是有趣。另外相比于在大荧幕上映，这系列可能在上线流媒体时会取得更好的成绩。
女神的秋裤,2023-03-07 22:30:58,保持了第一部的水平，几个反转也很精彩。节奏紧凑，细节铺满，用有限的镜头，不仅营造了真实感，更打破限制呈现出电影的镜头感。只是女儿的人肉水平碾压FBI、警察，后两者成为炮灰和背景板。苹果这波广告是真赚了，网飞躺枪。
Fornever,2023-01-29 08:30:31,和第一部比少了形式上的惊艳，但依然是让人目不转睛的扎实故事。
xixi嘻嘻,2023-02-25 15:14:25,蛮好的，构思上，特别是找email啊，google location之类的，很真实，是我在网上stalking人的时候都会做的事情。故事上，妈妈的用心良苦也蛮好的，就是这么多年女儿还没理解妈妈也是奇怪，以及这个男的要绕这么一大圈还找别的男人来骗这个母亲，是为了什么？绑架起来又是为了什么？为什么那么久才去找他女儿，以及mac又是怎么被监督的，这个到底是苹果的宣传片还是说它安全性能差
缺心眼眼子,2023-03-07 22:54:21,“hey siri 拨打911”
林志玲（抽烟）,2023-03-12 22:40:42,感觉爹的智商干不出这样的大事。。。
阿莱,2023-03-09 23:27:40,图片验证码太艹了
Superbia,2023-01-21 09:23:02,女儿的寻人能力甩FBI几条街
一只出格君,2023-01-20 09:10:03,没有第一部那么新颖了，也不像第一部那样纯靠主角抽丝剥茧探寻真相，故事甚至有点狗血。除了电脑屏幕外，这一部加了很多例如监控，手机屏幕，手表屏幕的内容。其中最大的bug大概就是Google客服在电话上交出账号的明文密码。
格兰芬多,2023-03-08 22:29:01,苹果这些年的努力随着一声Hey Siri直接赢麻了。
王俊俊,2023-03-08 22:13:01,妈妈的唠叨里，藏着母爱的密码；珍贵的回忆里，暴怒父亲被剪辑。你找到了匹配率97%的网络交友，实际上是情感诈骗犯。你挑选了8美元1小时的跑腿大叔，难逢一遇的热心肠好人。人生所有细节都被上传云端，海量的信息涌入，最终不过图一句，爱你妈妈。
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•,2023-03-08 03:13:42,女律师我真的瞬间飙泪……想到了一些学法初心……
顗礼,2023-02-03 10:27:12,成熟得可怕，勉强算是为连年生产垃圾的好莱坞工业挽尊了（？）桌面电影大概率不是电影的未来，但这种高效且富有巧思的对应用程序与多媒体视角的展现绝对能给其它传统电影以启发
toishiki,2023-01-20 11:09:29,小赞达亚找妈妈。storm怎么老接禁毒宣传片啊！！！哥伦比亚大哥Javi全场最佳！！！美洲西语国家的人工费真得太良心了。
Ignition,2023-01-30 10:27:33,节奏非常棒，就是总觉得在大银幕看Instagram截屏很亏！
dianaaoi18,2023-03-08 21:31:24,我怎么会怀疑妈妈 我真该死 妇女节快乐！（苹果打钱
原小北,2023-01-20 08:15:36,这部电影可以看作是网络搜索和反搜索的教程片。熟练使用Google以及其他各类专业app，居家旅行必备技能。
失去梦想的柴犬,2023-01-22 04:59:15,太喵的好看了，简直是带点悬疑解谜thriller的典范，设定节奏感剧情完全不输于第一部的程度，整个编写突然到节点高能然后又陷于dead end。看的我贼清醒，而且最主要的是，很合理，太有脑子了，OMG这哪怕是🍎软广我也认了好吧，强无敌
ArS㍿,2023-03-08 15:40:27,这是三八节特供影片吧！太适合今日观看，几乎没有一条线索是多余的，剧情反转再反转，人物推翻再推翻，个人觉得妥妥超越前作！最后，谁能想到让我泪崩的居然是那句——Hey Siri......
昵称喝丢了,2023-01-23 01:01:34,虽然大概知道呈现方式及剧情同第一部差不多（事实上也是这样），但依然非常享受和女主一同破案的这两个小时。波米说朴赞郁在《分手的决心》里的突破在于演绎了现代科技下的破案，以这个视角看本系列，就会更加为其利用社交媒体蛛丝马迹解决现实问题而赞叹。唯一的bug是密码知道的太快（两次）以及谷歌账户输入密码就能登陆，拜托，双重验证在哪里啊？笑点在于中老年人不懂live photo也不清理上网痕迹和邮件，教训是绝对不再用dating app了哈哈。
竹和,2023-01-20 14:49:04,保持了第一部的品控，几乎是以原样的标准写了全新的故事。节奏非常紧凑，界面设计也很有意思。但是或许一切都设计得太过精心，令人觉得可预见性的过度反转其实并非总是有趣。另外相比于在大荧幕上映，这系列可能在上线流媒体时会取得更好的成绩。
女神的秋裤,2023-03-07 22:30:58,保持了第一部的水平，几个反转也很精彩。节奏紧凑，细节铺满，用有限的镜头，不仅营造了真实感，更打破限制呈现出电影的镜头感。只是女儿的人肉水平碾压FBI、警察，后两者成为炮灰和背景板。苹果这波广告是真赚了，网飞躺枪。
Fornever,2023-01-29 08:30:31,和第一部比少了形式上的惊艳，但依然是让人目不转睛的扎实故事。
xixi嘻嘻,2023-02-25 15:14:25,蛮好的，构思上，特别是找email啊，google location之类的，很真实，是我在网上stalking人的时候都会做的事情。故事上，妈妈的用心良苦也蛮好的，就是这么多年女儿还没理解妈妈也是奇怪，以及这个男的要绕这么一大圈还找别的男人来骗这个母亲，是为了什么？绑架起来又是为了什么？为什么那么久才去找他女儿，以及mac又是怎么被监督的，这个到底是苹果的宣传片还是说它安全性能差
缺心眼眼子,2023-03-07 22:54:21,“hey siri 拨打911”
林志玲（抽烟）,2023-03-12 22:40:42,感觉爹的智商干不出这样的大事。。。
阿莱,2023-03-09 23:27:40,图片验证码太艹了
Superbia,2023-01-21 09:23:02,女儿的寻人能力甩FBI几条街
一只出格君,2023-01-20 09:10:03,没有第一部那么新颖了，也不像第一部那样纯靠主角抽丝剥茧探寻真相，故事甚至有点狗血。除了电脑屏幕外，这一部加了很多例如监控，手机屏幕，手表屏幕的内容。其中最大的bug大概就是Google客服在电话上交出账号的明文密码。
格兰芬多,2023-03-08 22:29:01,苹果这些年的努力随着一声Hey Siri直接赢麻了。
王俊俊,2023-03-08 22:13:01,妈妈的唠叨里，藏着母爱的密码；珍贵的回忆里，暴怒父亲被剪辑。你找到了匹配率97%的网络交友，实际上是情感诈骗犯。你挑选了8美元1小时的跑腿大叔，难逢一遇的热心肠好人。人生所有细节都被上传云端，海量的信息涌入，最终不过图一句，爱你妈妈。
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•,2023-03-08 03:13:42,女律师我真的瞬间飙泪……想到了一些学法初心……
顗礼,2023-02-03 10:27:12,成熟得可怕，勉强算是为连年生产垃圾的好莱坞工业挽尊了（？）桌面电影大概率不是电影的未来，但这种高效且富有巧思的对应用程序与多媒体视角的展现绝对能给其它传统电影以启发
toishiki,2023-01-20 11:09:29,小赞达亚找妈妈。storm怎么老接禁毒宣传片啊！！！哥伦比亚大哥Javi全场最佳！！！美洲西语国家的人工费真得太良心了。
Ignition,2023-01-30 10:27:33,节奏非常棒，就是总觉得在大银幕看Instagram截屏很亏！
dianaaoi18,2023-03-08 21:31:24,我怎么会怀疑妈妈 我真该死 妇女节快乐！（苹果打钱
原小北,2023-01-20 08:15:36,这部电影可以看作是网络搜索和反搜索的教程片。熟练使用Google以及其他各类专业app，居家旅行必备技能。
失去梦想的柴犬,2023-01-22 04:59:15,太喵的好看了，简直是带点悬疑解谜thriller的典范，设定节奏感剧情完全不输于第一部的程度，整个编写突然到节点高能然后又陷于dead end。看的我贼清醒，而且最主要的是，很合理，太有脑子了，OMG这哪怕是🍎软广我也认了好吧，强无敌
ArS㍿,2023-03-08 15:40:27,这是三八节特供影片吧！太适合今日观看，几乎没有一条线索是多余的，剧情反转再反转，人物推翻再推翻，个人觉得妥妥超越前作！最后，谁能想到让我泪崩的居然是那句——Hey Siri......
昵称喝丢了,2023-01-23 01:01:34,虽然大概知道呈现方式及剧情同第一部差不多（事实上也是这样），但依然非常享受和女主一同破案的这两个小时。波米说朴赞郁在《分手的决心》里的突破在于演绎了现代科技下的破案，以这个视角看本系列，就会更加为其利用社交媒体蛛丝马迹解决现实问题而赞叹。唯一的bug是密码知道的太快（两次）以及谷歌账户输入密码就能登陆，拜托，双重验证在哪里啊？笑点在于中老年人不懂live photo也不清理上网痕迹和邮件，教训是绝对不再用dating app了哈哈。
